identifier	dna_number	gene_name	forward_primers	reverse_primers
SEQID00004660	2382	TOPO	TP675F, TP643F	TP932R, TP932R
SEQID00003262	4606	COI		
SEQID00000560	1904	POL2	PL859F	P1097R
SEQID00004456	1517	COI	JER, JER, B1490	B2232, PAT, PAT
SEQID00001546	1066	ARGK	AK183F	AK933R
SEQID00006249	1326	28S	D1	D3
SEQID00002015	4606	TOPO		
SEQID00000273	2927	CAD	CD806F, CD439F	CD688R, C1098R2
SEQID00003210	2335	TOPO	TP675F	TP932R
SEQID00004030	1907	COI	JER, B1490	BCOI2R, PAT
SEQID00004839	3610	ARGK	AK183F	AK933R
SEQID00006506	0911	CAD	CD439F	CD688R
SEQID00001835	1902	CAD	581F4, 338F, 791F2, C1031F	843R, C1231R, 1098R, 680R2
SEQID00000281	1511	WG	WGYF	WGABR
SEQID00006314	2762	TOPO	TP675F	TP932R
SEQID00005720	1841	WG	WG578F	WGABR
SEQID00003656	2214	COI	LC1490	HC2198
SEQID00005418	0646	28S	D1	D33-
SEQID00004695	1460	TOPO	TP675F	TP932R
SEQID00000185	2688	CAD	CD806F	C1098R2
SEQID00004172	1664	WG	WG578F	WGABR
SEQID00006237	2080	TOPO	TP675F	TP932R
SEQID00000578	3242	COI	LC1490	HC2198
SEQID00002497	2083	28S	D1	D3
SEQID00003240	2324	28S	NLF184	D3AR
SEQID00004729	2033	ARGK	AK183F	AK933R
SEQID00003552	1318	CAD	806F	1098R
SEQID00002342	2239	28S	D1, D1	D3, D3
SEQID00003800	0308	WG		
SEQID00000666	1940	CAD	806F	1098R
SEQID00003746	1347	TOPO	TP675F	TP932R
SEQID00000210	1756	WG	WG578F	WGABR
SEQID00006470	2892	WG	WG578F	WGABR
SEQID00006139	3772	TOPO	TP675F	TP932R
SEQID00000089	2506	COI	B1490	BCOI2R
SEQID00004704	0578	18S		
SEQID00005053	1348	CAD	791F2, 806F	1098RA, 1098R
SEQID00005814	1453	28S	D1	D3
SEQID00004185	0267	ARGK	AK270F	AK950R
SEQID00001161	1910	COI	JER, B1490	BCOI2R, PAT
SEQID00003425	1559	28S	D1	D3
SEQID00001124	1690	WG	WG578F	WGABR
SEQID00004900	3518	WG	WG578F	WGABR
SEQID00003665	1092	WG		
SEQID00002085	2791	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00004768	2663	CAD	CD806F, CD439F	1098R2, CD668R
SEQID00005915	1562	WG	WGYF	WGABR
SEQID00001178	2555	TOPO	TP643F	TP932R
SEQID00000120	2068	MSP	MSP2F	MSP1R
SEQID00003926	1830	28S	D1	D3
SEQID00005947	2790	28S	NLF184	D3AR
SEQID00003087	1909	WG	WG578F	WGABR
SEQID00005683	1025	28S	D1	D33-
SEQID00005420	1574	COI	B1490, JER	B2232, PAT
SEQID00000752	2146	TOPO	TP643F	TP932R
SEQID00002926	2571	WG	WG578F	WGABR
SEQID00004079	0836	WG		WGB, WG2
SEQID00006439	2679	18S	18SBI, 518S, 760F, 18SAI, 518S, 18SBI, 18SAI	18L, 909R, 909R
SEQID00002752	1397	TOPO	TP675F	TP932R
SEQID00006332	1624	WG	WG578F, B5WG1	WGABR, B3WG2
SEQID00002266	1404	TOPO	TP675F	TP932R
SEQID00000322	1509	COI	JER, B1490	B2232, PAT
SEQID00004965	1904	ARGK	AK270F	AK950R
SEQID00004004	2497	ARGK	AK183F	AK933R
SEQID00002969	2245	ARGK	AK270F	AK950R
SEQID00001411	2165	CAD	CD821F	C1098R
SEQID00000751	0226	18S		
SEQID00003749	0478	28S	D1	D3, D33-
SEQID00001183	0304	WG		
SEQID00003150	0585	18S	518S, 760F, 18SAI, 18SBI	909R, 18L
SEQID00000335	1796	18S	760F, 18SAI, 18SBI, 518S	18L, 909R
SEQID00000433	1347	28S	D1	D3
SEQID00003782	1299	TOPO	TP675F	TP932R
SEQID00001533	0656	WG	WG1	WG2
SEQID00000790	4054	CAD	CD806F, CD806F	C1098R2, C1098R2
SEQID00003764	2687	TOPO	TP675F	TP932R
SEQID00003007	2520	18S	18SAI, 518S, 760F, 18SBI	909R, 18L
SEQID00005777	2092	WG	WG578F	WGABR
SEQID00006126	2758	WG	WG550F	WGABRZ
SEQID00001708	2870	ARGK	AK183F	AK933R
SEQID00004665	0339	CAD	CD806F, CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2, CD1098R2
SEQID00005176	2553	28S	NLF184	D3AR
SEQID00006741	1725	ARGK	AK183F	AK933R
SEQID00004993	0413	18S		
SEQID00001612	1441	WG	WG578F	WGABR
SEQID00002700	0760	MSP	MSP2F	MSP1R
SEQID00000023	1276	28S	D1	D33
SEQID00006108	1931	CAD	CD821F, C1031F	C1231R, CD948R
SEQID00001081	1246	28S	D1	D33
SEQID00005329	2863	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00003324	2049	WG	WG578F	WGABR
SEQID00002265	1077	ARGK		
SEQID00000324	2220	ARGK	AK270F	AK950R
SEQID00004184	2000	28S	D1	D3
SEQID00001529	2566	CAD	CD806F	1098R2
SEQID00003056	1634	28S	D1	D3
SEQID00001068	1244	28S	D1	D3
SEQID00000267	1963	CAD	CD338F, CD398F, C581F4, C806F3	C680R2, CD696R, C1129R, CD843R
SEQID00001169	1435	28S	D1	D3
SEQID00000814	1856	TOPO	TP675F	TP932R
SEQID00006041	2208	ARGK	AK270F	AK950R
SEQID00004074	2327	TOPO	TP675F	TP932R
SEQID00001868	1881	ARGK	AK270F	AK950R
SEQID00000338	0490	28S	D1MOD, D1	D33-, D3
SEQID00003604	1317	COI	LC1490, B1490	HC2198, BCOI2R
SEQID00003909	1771	CAD	CD439F, CD806F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00002586	1412	COI	LC1490	HC2198
SEQID00004175	1547	WG	5WGB	B3WG2
SEQID00004824	2762	COI	B1490	BCOI2R
SEQID00001134	1451	CAD	806F, 581F4, 338F	680R2, 1098R, 843R
SEQID00004124	0927	28S	D1	D33-
SEQID00003608	1359	COI	LC1490	HC2198
SEQID00005039	0334	ENOLASE		
SEQID00001999	2148	TOPO	TP675F	TP932R
SEQID00000202	1647	CAD	338F, 791F2, 806F, 581F4	843R, 843R, 680R2, 1098R
SEQID00005057	2743	CAD	CD806F, CD806F	1098R2, C1098R2
SEQID00002567	1484	TOPO	TP675F	TP932R
SEQID00005321	1743	TOPO	TP675F	TP932R
SEQID00000936	0346	28S	D1	D33-
SEQID00005049	1358	28S	D1	D3
SEQID00002180	2380	COI	B1490	BCOI2R
SEQID00002571	1135	TOPO	TP675F, TP675F, TP675F	TP932R, TP932R, TP932R
SEQID00001431	0893	WG		WG2, WGB
SEQID00005181	1356	WG	WG578F	WGABR
SEQID00000678	1847	28S	D1	D3
SEQID00002672	1919	MSP	MSP2F	MSP1R
SEQID00001763	2023	TOPO	TP643F	TP932R
SEQID00003113	0334	28S	NLF184	D3AR
SEQID00006147	0708	WG	WG1	WG2
SEQID00004566	2440	MSP	MSP2F	MSP1R
SEQID00003715	1203	COI	B1490, B1490, JER	B2232, PAT, B2232
SEQID00005588	1358	TOPO	TP675F	TP932R
SEQID00005190	1536	18S	760F, 518S, 18SBI, 18SAI	18L, 909R
SEQID00000110	2077	TOPO	TP675F	TP932R
SEQID00002832	2318	28S	NLF184	D3AR
SEQID00003486	1218	ARGK	AK183F	AK933R
SEQID00004083	1798	WG	WG578F	WGABR
SEQID00005559	2041	ARGK	AK270F	AK950R
SEQID00000930	2045	TOPO	TP675F	TP932R
SEQID00000953	0573	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00001087	0616	28S		
SEQID00001725	2316	28S		
SEQID00005428	2265	MSP	MSP2F	MSP1R
SEQID00004757	2731	MSP	MSP2F	MSP1R
SEQID00003875	0582	28S	D1, D1	D3, D33-
SEQID00000013	1330	CAD	791F2, 806F	1098R, 1098RA
SEQID00002764	1236	18S	518S, 18SAI, 760F, 518S, 18SAI	909R
SEQID00003583	2011	COI	LC1490, B1490	HC2198, BCOI2R
SEQID00004793	2600	TOPO	TP643F	TP932R
SEQID00002357	0267	28S	D1, D1	D3, D33-
SEQID00004581	3596	28S	D1	D3
SEQID00000203	2085	28S	D1	D3
SEQID00006446	2179	28S	D1	D3
SEQID00000761	0592	MSP	MSP2F	MSP1R
SEQID00003474	2650			
SEQID00004966	3247	WG	WG578F, WG578F, WG578F	WG969R, WGABR, WGABR
SEQID00005458	1473	WG	WG578F	WGABR
SEQID00004978	1334	TOPO	TP643F, TP675F, TP675F	TP932R, TP932R, TP932R
SEQID00002012	2408	CAD	CD806F, CD439F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00002360	2502	COI	LC1490	HC2198
SEQID00004985	1661	COI	B1490, JER	PAT, B2232
SEQID00001770	1931	ARGK	AK270F	AK950R
SEQID00004459	2677	WG	WG578F	WGABR
SEQID00005041	2842	CAD	CD806F	C1098R2
SEQID00004546	1712	COI	JER, B1490	PAT, BCOI2R
SEQID00001082	0818	28S	D1	D33
SEQID00004260	1503	WG	WGYF	WGABR
SEQID00001755	2105	28S	D1	D3
SEQID00004159	2652	WG	WG550F	WGABRZ
SEQID00002784	2015	28S	D1	D3
SEQID00000608	2874	WG	WG578F	WGABR
SEQID00002327	4059	CAD	CD806F	C1098R2
SEQID00004297	2926	CAD	CD806F	CD1098R2
SEQID00003727	0862	WG		WG2, WGB
SEQID00005007	2146	COI	LC1490	HC2198
SEQID00006089	0387	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00003541	0353	28S	D1	D33-
SEQID00003235	0811	COI	JERRY, B1490	BCOI2R, PAT
SEQID00006263	1701	TOPO	TP675F	TP932R
SEQID00002427	2061	28S	D1	D3
SEQID00005705	2974	CAD	CD806F	C1098R2
SEQID00006666	1554	28S	D1	D3
SEQID00000913	1873	28S	D1	D3
SEQID00005379	0424	18S		
SEQID00001549	3137	28S	NLF184	D3AR
SEQID00003089	2090	CAD	CD806F	C1098R2
SEQID00005765	0736	WG	WG1	WG2
SEQID00001378	1566	ARGK	AK270F	AK950R
SEQID00005858	1666	COI	JER, B1490, JER	PAT, PAT, B2232
SEQID00002090	1714	COI	LC1490, JER	PAT, HC2198
SEQID00002063	1000	28S		
SEQID00002936	2133	MSP	MSP2F	MSP1R
SEQID00000033	1876	COI	B1490, B1490, JER, B1490, JER	PAT, B2232, PAT, BCOI2R, BCOI2R
SEQID00001919	0592	18S	760F, 18SAI, 518S, 18SBI	909R, 18L
SEQID00005850	1462	CAD	806F	1098R
SEQID00005700	2457	CAD	CD806F	1098R2
SEQID00001218	1928	WG	WG578F	WGABR
SEQID00003642	1897	TOPO		
SEQID00006259	2820	CAD	CD806F	C1098R2
SEQID00002831	0347	WG		
SEQID00002142	1616	COI	B1490, JER, JER	PAT, B2232, PAT
SEQID00005262	2783	ARGK	AK183F	AK933R
SEQID00005606	1930	CAD	806F	1098R
SEQID00002998	1453	WG	WG550F	WGABRZ
SEQID00003655	1510	ARGK	AK270F	AK950R
SEQID00001861	2599	CAD	CD806F	1098R2
SEQID00002089	2613	CAD	CD806F	1098R2
SEQID00001712	0775	WG		WG2, WGB
SEQID00000534	2052	WG	WG578F	WGABR
SEQID00004102	1506	COI	JER, B1490, JER	B2232, PAT, PAT
SEQID00000499	0601	28S	D1	D33-
SEQID00003859	2938	TOPO	TP675F	TP932R
SEQID00000682	3239	WG	WG578F	WGABR
SEQID00002425	2062	WG	WG578F	WGABR
SEQID00004262	2855	CAD	CD439F, CD439F, CD806F, CD806F	CD1098R2, CD1098R2, CD668R, CD668R
SEQID00001416	0790	WG		WG2, WGB
SEQID00006149	2653	28S	NLF184, NLF184	D3AR, D3AR
SEQID00002781	2067	CAD	CD439F, 806F, CD338F	CD688R, CD688R, 1098R
SEQID00004754	1201	28S	D1	D3
SEQID00003523	1031	WG		WG2, WGB
SEQID00002496	1572	COI	B1490, JER	PAT, B2232
SEQID00005028	2226	28S	D1	D3
SEQID00000459	2866	CAD	CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2
SEQID00006285	2001	CAD	CD806F	C1098R2
SEQID00001377	2605	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00002733	1543	POL2	PL859F	P1097R
SEQID00001913	1464	COI	LC1490	HC2198
SEQID00003052	1961	COI	B1490, B2679, JER	B2232, PAT, BCOI2R
SEQID00003082	1999	CAD	CD821F	C1098R
SEQID00002470	1773	28S	D1	D3
SEQID00006607	2157	ENOLASE		
SEQID00003752	2059	WG	WG578F	WGABR
SEQID00005349	1813	CAD	CD439F, CD806F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00004850	2164	28S	D1	D3
SEQID00002225	1561	CAD	338F, 791F2, 581F4	680R2, 843R, 1098R
SEQID00005145	2115	28S	D1	D3
SEQID00001435	2046	ARGK	AK183F	AK933R
SEQID00000358	1847	COI	B1490, JER	B2232, PAT
SEQID00006129	1756	TOPO	TP675F	TP932R
SEQID00000500	1693	TOPO	TP675F	TP932R
SEQID00004131	2975	CAD	CD806F	C1098R2
SEQID00006550	3524	CAD	CD439F, CD806F	CD668R, CD1098R2
SEQID00001523	2726	COI	B1490	BCOI2R
SEQID00000476	2056	28S	D1	D3
SEQID00003677	1421	MSP	MSP2F	MSP1R
SEQID00006675	0454	18S		
SEQID00003994	1896	CAD	791F2, CD338F	CD688R, 1098R
SEQID00002216	1969	18S	518S, 18SBI, 518S, 18SBI, 18SAI, 18SAI, 760F, 760F	909R, 18L, 909R, 18L
SEQID00002088	1703	18S	760F, 18SAI, 18SBI, 518S	909R, 18L
SEQID00005636	1683	28S	D1	D3
SEQID00000716	2199	WG	WG550F	WGABRZ
SEQID00004497	1980	TOPO	TP675F	TP932R
SEQID00004016	2751	CAD	CD806F	C1098R2
SEQID00003839	1476	ARGK	AK270F	AK950R
SEQID00006490	1399	28S	D1	D33
SEQID00000775	2689	COI	B1490	BCOI2R
SEQID00001609	1430	28S	D1	D3
SEQID00005394	0757	28S	D1, D1, D1	D33-, D33-
SEQID00000607	1718	TOPO	TP675F	TP932R
SEQID00001595	2857	CAD	CD806F, CD806F, CD439F, CD439F	CD668R, CD1098R2, CD1098R2, CD668R
SEQID00006564	4002	TOPO		
SEQID00002117	2836	ARGK	AK183F	AK933R
SEQID00005978	0351	28S	D1, D1	D3, D33-
SEQID00000145	2029	CAD	CD821F, 806F, CD439F	1098R, C1098R, CD668R
SEQID00002587	2425	28S	NLF184	D3AR
SEQID00005548	2700	ARGK	AK183F	AK933R
SEQID00006072	1210	28S	D1	D3
SEQID00001488	1662	18S	518S, 18SAI, 760F, 18SAI, 518S	909R
SEQID00006449	1506	28S	D1	D3
SEQID00006674	2833	ARGK	AK183F	AK933R
SEQID00000504	1691	CAD	581F4, 338F, 806F	843R, 680R2, 1098R
SEQID00006099	1929	ARGK	AK270F	AK950R
SEQID00005590	2796	WG	WG550F, WG578F	WGABRZ, WGABR
SEQID00005809	2334	COI	B1490, LC1490	HC2198, BCOI2R
SEQID00003518	2570	MSP	MSP2F	MSP1R
SEQID00004777	2484	28S	D1	D3
SEQID00004446	1715	ARGK	AK270F, AK260F, AK270F	AK950R, AK950R, AK950R
SEQID00003864	0693	28S	D1, D1	D33-
SEQID00001877	1452	28S	D1, D1	D3, D3
SEQID00006737	2327	WG	WG550F	WGABRZ
SEQID00003032	1653	COI	JER, LCO1490, JER, B1490	B2232, PAT, HCO2198, PAT
SEQID00004279	0364	WG		
SEQID00001879	1574	28S	D1, D1	D3, D3
SEQID00003581	2495	COI	LCO1490	HCO2198
SEQID00005679	0986	28S	D1	D33-
SEQID00001625	1932	CAD	791F2	1098R2
SEQID00000337	0145	18S		
SEQID00005888	1857	WG	WG578F	WGABR
SEQID00002059	1777	MSP	MSP2F	MSP1R
SEQID00003390	1406	ARGK	AK270F	AK950R
SEQID00000066	1460	18S	760F, 18SBI, 18SAI, 518S, 518S, 760F, 18SAI, 18SBI	18L, 18L, 909R, 909R
SEQID00002412	1741	CAD	CD439F, 791F2	CD688R, 1098R
SEQID00001908	0679	WG	WG1	WG2
SEQID00002212	0281	28S	D1	D33-
SEQID00001815	0529	28S	D1	D33-
SEQID00000196	0087	WG		
SEQID00000769	2042	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00000668	1604	CAD	806F, 338F, 581F4	680R2, 843R, 1098R
SEQID00003728	2679	MSP	MSP2F	MSP1R
SEQID00000361	0924	WG		WGB, WG2
SEQID00002116	2508	TOPO	TP675F	TP932R
SEQID00004513	2131	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00002426	2459	MSP	MSP1F	MSP1R
SEQID00004698	0640	28S	D1	D33-
SEQID00001011	2786	COI	B1490	BCOI2R
SEQID00001983	3977	WG		
SEQID00002982	1441	COI	LC1490	HC2198
SEQID00004495	1469	28S	D1	D3
SEQID00000436	2847	28S	D1	D3
SEQID00003982	1402	CAD	791F2	1098R
SEQID00000633	1602	28S	D1	D3
SEQID00001159	1573	WG	WGYF	WGABR
SEQID00006414	1214	CAD	581F4, 791F2, 338F	1098R, 843R, 680R2
SEQID00004019	2661	TOPO	TP675F	TP932R
SEQID00000929	0308	28S	D1	D33-
SEQID00001337	3093	28S	NLF184	D3AR
SEQID00006577	1213	WG	WG578F	WGABR
SEQID00006181	2116	COI	B1490	BCOI2R
SEQID00004237	1475	18S	18SAI, 518S, 760F, 18SBI	18L, 909R
SEQID00002619	2439	18S	760F, 18SBI, 18SAI, 518S	18L, 909R
SEQID00006324	2552	CAD	CD806F	1098R2
SEQID00003318	0337	18S		
SEQID00005342	2326	18S	760F, 18SBI, 518S, 18SAI	18L, 909R
SEQID00003587	0676	WG	WG550F, WG1	WGABRZ, WG2
SEQID00005902	1623	28S	D1	D3
SEQID00000740	3242	WG	WG578F	WGABR
SEQID00000261	0790	28S	D1, D1MOD, D1, D1WM, D1MOD	D33, D3WM, D3, D3R
SEQID00002987	1412	28S	D1	D3
SEQID00006322	1960	28S	D1	D3
SEQID00003252	3978	WG		
SEQID00004360	2449	ARGK	AK183F	AK933R
SEQID00006092	1755	WG	TRWG1F	BWGA2R
SEQID00002247	2188	ARGK	AK183F	AK933R
SEQID00004722	2509	ARGK	AK168F	AK939R
SEQID00000763	0656	28S	D1	D33-
SEQID00002919	1076	WG	WG578F	WGABR
SEQID00001819	3239	CAD		
SEQID00001495	1289	WG	WG578F	WGABR
SEQID00004118	2342	WG	WG550F	WGABRZ
SEQID00002510	2571	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00001929	2927	ARGK	AK183F	AK933R
SEQID00002435	2006	28S	D1	D3
SEQID00001898	3022	ARGK		
SEQID00001361	0268	COI	JER, JERRY, B1490	B2232, PAT, PAT
SEQID00003580	1167	18S	760F, 518S, 18SAI, 18SBI	18L, 909R
SEQID00005093	0587	WG	WG578F, WG578F, WG5	WGABR, WGABR, WG2, WGB, WGB
SEQID00003151	2858	CAD	CD806F, CD806F, CD439F, CD439F	CD1098R2, CD1098R2, CD668R, CD668R
SEQID00001336	2213	18S	18SBI, 18SAI, 518S, 18SBI, 18SAI, 760F, 518S	909R, 18L, 909R, 18L
SEQID00003951	1941	CAD	791F2, CD821F, C806F3	1098R, 1129R, 1098R
SEQID00003920	1209	28S	D1	D3
SEQID00000615	1897	WG	WG578F	WGABR
SEQID00005510	2280	WG	WG578F	WGABR
SEQID00000411	2333	WG	WG550F	WGABRZ
SEQID00004865	1294	28S	D1	D3
SEQID00002014	3524	CAD	CD439F, CD806F	CD668R, CD1098R2
SEQID00003131	2850	28S	D1	D3
SEQID00006196	2078	28S		
SEQID00004319	1423	ARGK	AK168F, AK270F	AK950R, AK939R
SEQID00006585	2792	TOPO	TP675F	TP932R
SEQID00006707	1330	WG	B5WG1, WG578F	WGABR, B3WG2
SEQID00005153	0138	28S	D1	D33-
SEQID00000549	1841	COI	JER, B1490	PAT, B2232
SEQID00003763	1556	18S	18SAI, 18SBI, 760F, 518S	18L, 909R
SEQID00003217	3611	MSP	MSP2F	MSP1R
SEQID00002187	1663	28S	D1	D3
SEQID00004045	1647	COI	B1490, JER	PAT, B2232
SEQID00000010	1928	COI	LC1490	HC2198
SEQID00004303	0895	28S	D1, D1	D3, D33-
SEQID00003335	3159	ARGK	AK183F	AK933R
SEQID00003810	1895	TOPO	TP675F	TP932R
SEQID00004792	2411	CAD	CD806F, CD806F, CD439F	CD1098R2, CD1098R2, CD668R
SEQID00001145	1959	CAD	CD821F, C806F3, C1031F, CD439F, CD439F	CD668R, C1098R, CD688R, C1129R, C1231R
SEQID00005651	2208	COI	LC1490	HC2198
SEQID00000149	0818	COI	LC1490, JERRY, JERRY	PAT, PAT, HC2198
SEQID00003773	1796	COI	B1490, JER	B2232, PAT
SEQID00005315	0917	WG		WGB, WG2
SEQID00000932	0750	28S	D1	D33-
SEQID00005182	1652	28S	D1	D3
SEQID00002267	1510	TOPO	TP675F	TP932R
SEQID00000480	2009	CAD	806F	1098R
SEQID00004725	2652	ARGK	AK168F	AK939R
SEQID00001998	0992	28S		
SEQID00005218	0347	28S	D1, NLF184	D3AR, D3
SEQID00005384	2791	CAD	CD806F	C1098R2
SEQID00005150	3071	CAD	CD806F	C1098R2
SEQID00003156	1445	CAD	806F	1098R
SEQID00004478	1667	COI	JER, B1490, LCO1490	B2232, HCO2198, PAT
SEQID00004488	1679	COI	JER	PAT
SEQID00001041	0319	WG		
SEQID00002829	3021	CAD		
SEQID00002297	0813	CAD	581F4, 338F, 791F2	843R, 680R2, 1098RA
SEQID00003129	1475	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00002551	1805	ARGK	AK270F	AK950R
SEQID00003908	2848	WG	WG578F, WG578F	WGABR, WGABR
SEQID00002940	2920	WG	WG578F	WGABR
SEQID00001119	1647	WG	WG578F	WGABR
SEQID00003621	0573	CAD	CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2
SEQID00001790	0274	WG		
SEQID00004772	2982	CAD	CD806F	C1098R2
SEQID00000155	1504	WG	WGYF	WGABR
SEQID00000220	0712	WG	WG1	WG2, WGB, WG2
SEQID00000617	1740	COI	LC1490	HC2198
SEQID00000795	2377	28S	LS58F, ZX1	LS998R, 28SC
SEQID00001474	2286	ARGK	AK168F, AK270F	AK939R, AK950R
SEQID00003317	2213	WG	WG578F, WG578F	WGABR, WGABR
SEQID00001002	1539	WG	B5WG1	B3WG2
SEQID00005657	1985	WG	WG578F	WGABR
SEQID00000656	1543	COI	JER, JER, B2679, B1490, B1490	PAT, PAT, B2232, B2232, B2232
SEQID00005717	1203	CAD	581F4, 338F, 791F2	1098R, 843R, 680R2
SEQID00004906	3250	18S	518S, 760F, 18SAI, 18SBI	909R, 18L
SEQID00004288	2383	CAD	CD806F	1098R2
SEQID00000916	2654	CAD	CD439F, CD806F, CD806F	1098R2, 1098R2, CD668R
SEQID00005534	2061	COI	LC1490	HC2198
SEQID00004468	1633	28S	D1	D3
SEQID00003487	0688	CAD		CD688R
SEQID00000513	1075	MSP	MSP2F	MSP1R
SEQID00001142	2821	CAD	CD806F	C1098R2
SEQID00000228	1712	WG	WG550F, WG578F	WGABR, WGABRZ
SEQID00000049	1992	CAD	CD806F, CD806F, CD439F	CD668R, CD1098R2, CD1098R2
SEQID00005521	1718	18S	518S	909R
SEQID00005592	2908	28S	LS1F, D1	D3L, LS1R
SEQID00002974	2377	COI	LC1490	HC2198
SEQID00006195	1692	CAD	791F2	1098R
SEQID00005494	1120	28S	D1, D1, D1	D3, D33-, D33-
SEQID00005531	2318	COI	LC1490	HC2198
SEQID00001350	3104	ARGK	AK183F	AK933R
SEQID00003283	3285	ARGK		
SEQID00001876	0706	28S	D1, D1	D33-, D33-, D33-
SEQID00004953	2083	CAD	C1031F, CD821F	CD948R, C1231R
SEQID00006014	2032	CAD	C1031F, CD439F, CD821F	C1231R, CD668R, C1098R
SEQID00005012	4393	WG	WG578F	WGABR
SEQID00005033	2239	ARGK	AK270F	AK950R
SEQID00001404	3984	TOPO	TP643F	TP932R
SEQID00006438	1135	WG	WG578F	WGABR
SEQID00002640	1477	28S	NLF184, D1MOD	D33-, D3AR
SEQID00000846	2101	COI	LC1490	HC2198
SEQID00004094	3079	CAD	CD806F	C1098R2
SEQID00004829	2925	28S	NLF184	D3AR
SEQID00005230	1750	CAD	CD806F	1098R2
SEQID00001106	1605	18S	760F, 518S, 18SBI, 18SAI	909R, 18L
SEQID00000972	0639	WG		WG2, WG2, WG2, WGB, WGB
SEQID00004250	1634	COI	JER, JER	PAT, PAT
SEQID00005343	1473	ARGK	AK270F	AK950R
SEQID00005835	2365	TOPO	TP675F	TP932R
SEQID00002169	2030	CAD	CD439F, CD806F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00002311	0151	18S		
SEQID00003759	1374	28S	D1	D3
SEQID00002838	2144	ARGK	AK270F	AK950R
SEQID00001527	0320	28S	D1, NLF184, D1MOD, D1MOD	D3AR, D33, D3, D3
SEQID00000079	1896	COI	LC1490, JER	PAT, HC2198
SEQID00004645	1430	COI	LC1490	HC2198
SEQID00006698	2817	28S	D1	D3
SEQID00001381	2762	28S	NLF184	D3AR
SEQID00004863	1951	28S	D1	D3
SEQID00002662	0372	18S		
SEQID00001496	3137	ARGK	AK183F	AK933R
SEQID00000043	2860	WG	WG578F	WGABR
SEQID00002040	3022	CAD		
SEQID00004491	2850	ARGK	AK183F	AK933R
SEQID00002068	1339	CAD	806F, 791F2	1098RA, 1098R
SEQID00000418	2105	WG	WG578F	WGABR
SEQID00000646	2286	18S	18SAI, 760F, 18SBI, 518S	909R, 18L
SEQID00005988	1480	TOPO	TP675F	TP932R
SEQID00005808	0690	28S	D1	D33-
SEQID00001267	3009	COI	B1490	BCOI2R
SEQID00000344	2897	WG	WG578F	WGABR
SEQID00000725	4625	WG	WG578F	WGABR
SEQID00002929	1749	TOPO	TP675F	TP932R
SEQID00006706	2871	28S	NLF184, NLF184	D3AR, D3AR
SEQID00000911	2542	28S	D1	D3
SEQID00002508	2000	ARGK	AK270F	AK950R
SEQID00000440	1419	CAD	CD806F	1098R2
SEQID00004427	0303	28S	D1, D1	D33-
SEQID00003269	2623	ARGK	AK183F	AK933R
SEQID00003871	1965	CAD	806F	1098R
SEQID00004409	0705	WG	WG1	WG2
SEQID00005405	1250	28S	D1, NLF184	D3AR, D33
SEQID00005504	2167	TOPO	TP675F	TP932R
SEQID00004502	2204	WG	WG578F, WG578F	WGABR, WGABR
SEQID00003989	0573	CAD	CD806F, CD806F, CD439F	CD1098R2, CD668R, CD1098R2
SEQID00000594	1490	ARGK	AK270F	AK950R
SEQID00001127	1659	POL2	PL859F	P1097R
SEQID00003880	1851	28S	D1	D3
SEQID00003557	1995	28S	D1	D3
SEQID00005438	1442	COI	B1490	BCOI2R
SEQID00004318	1027	WG		WGB, WG2
SEQID00001844	1498	18S	518S, 18SBI, 18SAI, 760F	18L, 909R
SEQID00006747	2265	CAD	806F, CD821F, CD439F	1098R, C1098R, CD688R
SEQID00000366	3089	WG	WG550F	WGABRZ
SEQID00005501	2847	TOPO	TP675F	TP932R
SEQID00004940	1646	WG	WGYF	WGABR
SEQID00004246	2285	WG	WG550F	WGABRZ
SEQID00001984	1313	28S	D1	D33
SEQID00000606	2030	CAD	CD439F, CD806F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00005308	0353	WG	5WG	3WG
SEQID00002158	0603	CAD	806F, 806F	1098R, 1098R
SEQID00003990	0387	18S		
SEQID00004153	1462	WG	WG578F	WGABR
SEQID00006390	0340	18S	18SAI, 515F, 518S, 18SBI	18L, 519R
SEQID00005021	2600	28S	NLF184, D1	D3AR, D3
SEQID00004498	3250	CAD	CD439F, CD806F, CD439F	C1098R2, CD668R, CD688R
SEQID00004252	1365	28S	D1	D3
